pdbid,H_H,H_C,H_N,H_O,H_S,C_H,C_C,C_N,C_O,C_S,N_H,N_C,N_N,N_O,N_S,O_H,O_C,O_N,O_O,O_S,S_H,S_C,S_N,S_O,S_S,H_P,C_P,N_P,O_P,S_P,H_F,C_F,N_F,O_F,S_F,H_I,C_I,N_I,O_I,S_I
5fol,1768.0,1085.0,457.0,284.0,0.0,5049.0,2991.0,1261.0,724.0,0.0,1270.0,746.0,307.0,193.0,0.0,1524.0,916.0,391.0,231.0,0.0,100.0,61.0,31.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5fot,990.0,717.0,160.0,156.0,0.0,3918.0,2872.0,617.0,605.0,0.0,953.0,681.0,149.0,147.0,0.0,971.0,693.0,151.0,149.0,0.0,61.0,44.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5fou,894.0,672.0,159.0,134.0,0.0,3580.0,2801.0,610.0,512.0,0.0,855.0,665.0,150.0,130.0,0.0,884.0,674.0,152.0,124.0,0.0,56.0,47.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5fov,825.0,633.0,168.0,158.0,0.0,3337.0,2613.0,635.0,605.0,0.0,787.0,613.0,157.0,153.0,0.0,813.0,622.0,146.0,147.0,0.0,53.0,42.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5fox,844.0,615.0,151.0,119.0,0.0,3510.0,2692.0,618.0,512.0,0.0,823.0,617.0,142.0,121.0,0.0,875.0,643.0,156.0,129.0,0.0,55.0,44.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5fpk,992.0,713.0,155.0,176.0,0.0,3764.0,2769.0,570.0,648.0,0.0,901.0,640.0,135.0,155.0,0.0,918.0,653.0,135.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5fs5,988.0,515.0,0.0,307.0,0.0,2671.0,1416.0,0.0,935.0,0.0,770.0,401.0,0.0,257.0,0.0,893.0,476.0,0.0,290.0,0.0,14.0,9.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5fsc,652.0,353.0,0.0,215.0,0.0,2012.0,1066.0,0.0,656.0,0.0,551.0,297.0,0.0,184.0,0.0,538.0,294.0,0.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5fsn,760.0,471.0,179.0,117.0,0.0,2886.0,1772.0,716.0,419.0,0.0,646.0,412.0,161.0,98.0,0.0,683.0,438.0,169.0,107.0,0.0,24.0,14.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5fso,409.0,290.0,174.0,111.0,0.0,1555.0,1134.0,724.0,476.0,0.0,351.0,256.0,160.0,96.0,0.0,379.0,278.0,161.0,110.0,0.0,14.0,12.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5fsx,599.0,533.0,237.0,515.0,0.0,1827.0,1486.0,635.0,1496.0,0.0,491.0,422.0,196.0,411.0,0.0,538.0,445.0,191.0,450.0,0.0,34.0,29.0,11.0,30.0,0.0,96.0,289.0,72.0,88.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5fsy,1014.0,760.0,220.0,703.0,0.0,2984.0,2109.0,626.0,1986.0,0.0,854.0,614.0,184.0,579.0,0.0,904.0,666.0,189.0,599.0,0.0,69.0,46.0,11.0,42.0,0.0,101.0,295.0,75.0,88.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5ftg,1621.0,1384.0,169.0,103.0,0.0,5380.0,4622.0,579.0,336.0,0.0,1228.0,1054.0,134.0,78.0,0.0,1568.0,1343.0,163.0,100.0,0.0,29.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5fto,1339.0,1360.0,267.0,84.0,0.0,4613.0,4753.0,896.0,270.0,0.0,1239.0,1244.0,239.0,74.0,0.0,1382.0,1406.0,268.0,87.0,0.0,41.0,48.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,336.0,96.0,96.0,4.0,0.0,0.0,0.0,0.0,0.0
5fut,2359.0,1812.0,236.0,0.0,0.0,7167.0,5397.0,696.0,0.0,0.0,1746.0,1295.0,160.0,0.0,0.0,2110.0,1612.0,204.0,0.0,0.0,35.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5fyx,1054.0,733.0,163.0,0.0,24.0,4797.0,3512.0,750.0,0.0,158.0,913.0,636.0,139.0,0.0,25.0,1019.0,722.0,152.0,0.0,29.0,29.0,25.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5g17,863.0,614.0,37.0,169.0,0.0,3707.0,2659.0,162.0,611.0,0.0,957.0,669.0,41.0,171.0,0.0,1010.0,713.0,41.0,177.0,0.0,84.0,60.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,677.0,191.0,199.0,9.0,0.0,0.0,0.0,0.0,0.0
5g1a,269.0,538.0,96.0,161.0,0.0,1113.0,2240.0,356.0,601.0,0.0,287.0,562.0,97.0,159.0,0.0,328.0,613.0,106.0,176.0,0.0,24.0,51.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,563.0,2327.0,622.0,634.0,54.0,0.0,0.0,0.0,0.0,0.0
5g1z,905.0,889.0,116.0,165.0,55.0,3166.0,3206.0,430.0,592.0,187.0,717.0,739.0,95.0,138.0,47.0,911.0,933.0,119.0,169.0,59.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5g2b,1708.0,1498.0,199.0,182.0,0.0,5939.0,5369.0,633.0,703.0,0.0,1531.0,1384.0,170.0,164.0,0.0,1574.0,1408.0,178.0,179.0,0.0,75.0,61.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5g2g,676.0,913.0,0.0,100.0,0.0,2740.0,3614.0,0.0,411.0,0.0,614.0,804.0,0.0,92.0,0.0,700.0,928.0,0.0,91.0,0.0,43.0,53.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5g45,425.0,478.0,105.0,46.0,0.0,1711.0,1944.0,427.0,212.0,0.0,365.0,417.0,95.0,43.0,0.0,407.0,465.0,99.0,49.0,0.0,41.0,53.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5g46,313.0,343.0,30.0,30.0,0.0,1204.0,1337.0,116.0,99.0,0.0,263.0,297.0,23.0,27.0,0.0,293.0,318.0,23.0,29.0,0.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5g4m,640.0,600.0,73.0,0.0,0.0,2240.0,2193.0,256.0,0.0,0.0,581.0,542.0,66.0,0.0,0.0,702.0,678.0,82.0,0.0,0.0,31.0,31.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,186.0,49.0,60.0,2.0,0.0,0.0,0.0,0.0,0.0
5g4n,600.0,618.0,75.0,0.0,0.0,2033.0,2181.0,255.0,0.0,0.0,537.0,549.0,67.0,0.0,0.0,637.0,669.0,81.0,0.0,0.0,29.0,31.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,392.0,101.0,117.0,4.0,0.0,0.0,0.0,0.0,0.0
5g4o,605.0,639.0,78.0,0.0,0.0,2109.0,2316.0,271.0,0.0,0.0,549.0,586.0,68.0,0.0,0.0,652.0,701.0,82.0,0.0,0.0,31.0,32.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,583.0,147.0,172.0,6.0,0.0,0.0,0.0,0.0,0.0
5g57,1739.0,1394.0,165.0,183.0,0.0,6328.0,5244.0,627.0,710.0,0.0,1563.0,1306.0,166.0,169.0,0.0,1586.0,1321.0,147.0,176.0,0.0,94.0,79.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5g5f,804.0,486.0,153.0,280.0,49.0,2657.0,1616.0,492.0,905.0,181.0,644.0,385.0,121.0,217.0,41.0,657.0,391.0,128.0,234.0,41.0,26.0,13.0,5.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5g5v,1676.0,1478.0,144.0,200.0,0.0,5631.0,5074.0,498.0,678.0,0.0,1483.0,1325.0,131.0,165.0,0.0,1496.0,1373.0,131.0,176.0,0.0,65.0,58.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5g5z,1895.0,1069.0,0.0,966.0,0.0,5474.0,3074.0,0.0,2731.0,0.0,1543.0,858.0,0.0,788.0,0.0,1516.0,835.0,0.0,749.0,0.0,24.0,17.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5g60,2443.0,1403.0,0.0,1220.0,0.0,6653.0,3777.0,0.0,3306.0,0.0,1948.0,1114.0,0.0,987.0,0.0,1891.0,1066.0,0.0,926.0,0.0,24.0,18.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5g61,2951.0,1691.0,0.0,1474.0,0.0,7836.0,4452.0,0.0,3887.0,0.0,2301.0,1334.0,0.0,1169.0,0.0,2257.0,1300.0,0.0,1108.0,0.0,25.0,17.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5gj9,218.0,384.0,147.0,158.0,0.0,697.0,1160.0,473.0,432.0,0.0,180.0,306.0,119.0,125.0,0.0,195.0,335.0,132.0,128.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5gja,288.0,452.0,75.0,151.0,0.0,929.0,1411.0,238.0,430.0,0.0,239.0,366.0,57.0,117.0,0.0,259.0,397.0,66.0,129.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5gmh,1259.0,1020.0,251.0,112.0,0.0,4011.0,3167.0,786.0,369.0,0.0,988.0,798.0,200.0,92.0,0.0,1065.0,849.0,215.0,95.0,0.0,14.0,12.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5gmn,725.0,882.0,66.0,202.0,64.0,2758.0,3196.0,237.0,766.0,234.0,733.0,883.0,68.0,209.0,68.0,655.0,775.0,59.0,189.0,60.0,17.0,18.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,54.0,180.0,50.0,46.0,1.0,0.0,0.0,0.0,0.0,0.0
5gof,679.0,575.0,286.0,824.0,0.0,1336.0,1175.0,634.0,1868.0,0.0,458.0,393.0,197.0,590.0,0.0,475.0,412.0,213.0,614.0,0.0,0.0,0.0,0.0,1.0,0.0,182.0,428.0,137.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5gs9,884.0,351.0,240.0,107.0,0.0,3165.0,1297.0,827.0,423.0,0.0,804.0,326.0,212.0,106.0,0.0,851.0,335.0,230.0,121.0,0.0,44.0,17.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5gsa,895.0,1029.0,330.0,130.0,30.0,2395.0,2768.0,871.0,393.0,91.0,699.0,783.0,243.0,105.0,23.0,751.0,853.0,268.0,108.0,23.0,45.0,48.0,15.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5h1t,492.0,399.0,60.0,99.0,0.0,1899.0,1539.0,260.0,360.0,0.0,431.0,358.0,59.0,88.0,0.0,559.0,433.0,74.0,108.0,0.0,16.0,12.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5h1u,265.0,312.0,98.0,49.0,33.0,1004.0,1236.0,398.0,190.0,123.0,238.0,283.0,87.0,47.0,27.0,288.0,335.0,107.0,52.0,34.0,9.0,8.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5h1v,453.0,367.0,192.0,48.0,36.0,1739.0,1374.0,758.0,194.0,142.0,401.0,333.0,168.0,49.0,35.0,495.0,385.0,210.0,54.0,40.0,16.0,11.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5h5f,1392.0,949.0,392.0,300.0,60.0,4532.0,3101.0,1196.0,983.0,216.0,1152.0,790.0,315.0,241.0,52.0,1285.0,873.0,333.0,277.0,59.0,55.0,37.0,14.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5h85,410.0,552.0,247.0,108.0,0.0,1449.0,2047.0,954.0,353.0,0.0,348.0,500.0,227.0,87.0,0.0,359.0,496.0,238.0,86.0,0.0,12.0,15.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5h8e,1292.0,1211.0,522.0,59.0,0.0,3939.0,3672.0,1627.0,213.0,0.0,1067.0,1014.0,452.0,53.0,0.0,1035.0,990.0,441.0,52.0,0.0,26.0,21.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5h8g,1558.0,1333.0,531.0,59.0,0.0,4487.0,3935.0,1610.0,220.0,0.0,1266.0,1114.0,465.0,53.0,0.0,1161.0,1053.0,434.0,52.0,0.0,27.0,23.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5h9r,1161.0,913.0,153.0,397.0,43.0,2518.0,2075.0,316.0,791.0,86.0,927.0,735.0,122.0,311.0,36.0,738.0,601.0,109.0,239.0,31.0,10.0,6.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,161.0,43.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0
5ha1,2002.0,1291.0,67.0,0.0,0.0,6529.0,4119.0,252.0,0.0,0.0,1565.0,1005.0,55.0,0.0,0.0,1640.0,1044.0,51.0,0.0,0.0,128.0,88.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5hbn,534.0,212.0,171.0,186.0,0.0,1371.0,540.0,492.0,529.0,0.0,460.0,178.0,151.0,161.0,0.0,364.0,147.0,123.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,153.0,42.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5hbs,1892.0,1271.0,0.0,65.0,0.0,6061.0,4153.0,0.0,255.0,0.0,1476.0,1002.0,0.0,54.0,0.0,1545.0,1050.0,0.0,54.0,0.0,115.0,86.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5hct,1009.0,937.0,199.0,52.0,0.0,3338.0,2994.0,663.0,165.0,0.0,755.0,702.0,146.0,41.0,0.0,1204.0,1112.0,237.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5hcv,958.0,1435.0,54.0,172.0,0.0,3560.0,5246.0,225.0,655.0,0.0,797.0,1186.0,45.0,140.0,0.0,845.0,1234.0,54.0,148.0,0.0,97.0,147.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,229.0,52.0,52.0,5.0,0.0,0.0,0.0,0.0,0.0
5hcy,1303.0,1235.0,426.0,161.0,51.0,4599.0,4402.0,1506.0,557.0,170.0,1166.0,1106.0,380.0,144.0,45.0,1251.0,1181.0,409.0,152.0,49.0,106.0,107.0,37.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5hi7,2033.0,1165.0,472.0,309.0,0.0,6438.0,3512.0,1371.0,849.0,0.0,1637.0,910.0,372.0,234.0,0.0,1895.0,1071.0,423.0,285.0,0.0,93.0,63.0,35.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5his,281.0,340.0,0.0,116.0,52.0,1104.0,1363.0,0.0,444.0,222.0,318.0,393.0,0.0,131.0,64.0,301.0,361.0,0.0,122.0,55.0,12.0,14.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5hjq,438.0,297.0,0.0,755.0,0.0,774.0,548.0,0.0,1382.0,0.0,288.0,196.0,0.0,507.0,0.0,181.0,116.0,0.0,326.0,0.0,1.0,0.0,0.0,3.0,0.0,156.0,278.0,106.0,66.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5hrv,450.0,617.0,95.0,108.0,0.0,1593.0,2214.0,351.0,408.0,0.0,361.0,509.0,84.0,96.0,0.0,431.0,586.0,101.0,109.0,0.0,24.0,46.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5hrw,508.0,648.0,93.0,107.0,0.0,1830.0,2358.0,357.0,410.0,0.0,407.0,537.0,84.0,97.0,0.0,502.0,621.0,102.0,110.0,0.0,24.0,45.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5hrx,557.0,676.0,93.0,111.0,0.0,2020.0,2457.0,362.0,412.0,0.0,446.0,558.0,84.0,96.0,0.0,540.0,658.0,100.0,111.0,0.0,23.0,44.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5htl,1072.0,1022.0,497.0,702.0,0.0,2738.0,2628.0,1357.0,1742.0,0.0,804.0,776.0,397.0,510.0,0.0,709.0,667.0,349.0,438.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,241.0,69.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5htz,1163.0,1158.0,258.0,129.0,125.0,3249.0,3214.0,726.0,302.0,356.0,864.0,878.0,192.0,81.0,93.0,992.0,981.0,224.0,94.0,108.0,11.0,7.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5hu9,1955.0,1679.0,262.0,171.0,0.0,7140.0,6302.0,917.0,615.0,0.0,1733.0,1492.0,233.0,144.0,0.0,1992.0,1731.0,262.0,170.0,0.0,96.0,89.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,633.0,153.0,172.0,10.0,0.0,0.0,0.0,0.0,0.0
5hva,808.0,657.0,210.0,687.0,0.0,2482.0,1957.0,612.0,2103.0,0.0,690.0,566.0,183.0,588.0,0.0,684.0,555.0,180.0,614.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,419.0,118.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5hvs,508.0,876.0,205.0,102.0,0.0,1882.0,3185.0,719.0,379.0,0.0,426.0,711.0,169.0,83.0,0.0,468.0,782.0,185.0,90.0,0.0,18.0,22.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,210.0,47.0,52.0,2.0,0.0,0.0,0.0,0.0,0.0
5hvt,613.0,754.0,53.0,197.0,0.0,2194.0,2767.0,195.0,718.0,0.0,504.0,640.0,47.0,167.0,0.0,572.0,709.0,51.0,179.0,0.0,25.0,28.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5hwu,790.0,648.0,205.0,695.0,0.0,2360.0,1872.0,581.0,2142.0,0.0,673.0,553.0,172.0,595.0,0.0,641.0,530.0,170.0,609.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,408.0,120.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5hwv,500.0,453.0,0.0,0.0,0.0,1926.0,1696.0,0.0,0.0,0.0,442.0,397.0,0.0,0.0,0.0,470.0,429.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5hz5,1322.0,1533.0,475.0,0.0,0.0,3695.0,4179.0,1295.0,0.0,0.0,967.0,1135.0,362.0,0.0,0.0,1064.0,1229.0,366.0,0.0,0.0,103.0,117.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5hz6,1371.0,1593.0,76.0,149.0,0.0,3818.0,4383.0,227.0,428.0,0.0,1015.0,1202.0,63.0,117.0,0.0,1090.0,1273.0,64.0,121.0,0.0,67.0,73.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5hz8,1112.0,1575.0,152.0,149.0,0.0,3377.0,4478.0,439.0,418.0,0.0,845.0,1173.0,121.0,111.0,0.0,920.0,1277.0,120.0,113.0,0.0,39.0,53.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5hz9,743.0,1295.0,77.0,149.0,0.0,2140.0,3553.0,220.0,422.0,0.0,546.0,962.0,59.0,117.0,0.0,615.0,1059.0,65.0,110.0,0.0,23.0,37.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5i1q,903.0,792.0,124.0,84.0,0.0,3524.0,3100.0,474.0,325.0,0.0,806.0,705.0,107.0,73.0,0.0,880.0,760.0,119.0,79.0,0.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5i29,591.0,622.0,127.0,88.0,0.0,2348.0,2487.0,470.0,325.0,0.0,526.0,556.0,109.0,75.0,0.0,576.0,594.0,121.0,79.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5i2e,953.0,953.0,267.0,342.0,58.0,3310.0,3254.0,1026.0,1197.0,192.0,964.0,954.0,278.0,345.0,57.0,857.0,842.0,235.0,294.0,50.0,7.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5i2f,692.0,484.0,277.0,287.0,55.0,2584.0,1874.0,1092.0,1014.0,184.0,712.0,516.0,288.0,290.0,56.0,616.0,436.0,245.0,250.0,49.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5i3a,340.0,326.0,0.0,106.0,0.0,1270.0,1251.0,0.0,431.0,0.0,382.0,376.0,0.0,129.0,0.0,305.0,296.0,0.0,105.0,0.0,14.0,14.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5i3v,1791.0,1415.0,238.0,60.0,0.0,5215.0,4114.0,680.0,138.0,0.0,1336.0,1066.0,178.0,44.0,0.0,1569.0,1202.0,208.0,50.0,0.0,11.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5i3w,1149.0,1557.0,318.0,231.0,0.0,3380.0,4631.0,929.0,694.0,0.0,880.0,1209.0,247.0,181.0,0.0,986.0,1361.0,278.0,209.0,0.0,7.0,9.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5i3x,2030.0,1978.0,234.0,108.0,0.0,6245.0,5973.0,692.0,294.0,0.0,1535.0,1523.0,179.0,77.0,0.0,1826.0,1733.0,205.0,100.0,0.0,11.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,172.0,41.0,54.0,1.0,0.0,0.0,0.0,0.0,0.0
5i3y,2182.0,2144.0,297.0,114.0,0.0,6592.0,6344.0,866.0,306.0,0.0,1646.0,1645.0,228.0,82.0,0.0,1944.0,1846.0,256.0,98.0,0.0,12.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,185.0,52.0,59.0,2.0,0.0,0.0,0.0,0.0,0.0
5i7x,555.0,588.0,114.0,69.0,0.0,2134.0,2360.0,440.0,289.0,0.0,483.0,519.0,102.0,62.0,0.0,544.0,594.0,118.0,75.0,0.0,20.0,17.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
